X,Y,Z
21.70455573,689598.6667,700808.6448
19.68505159,515555.3351,456542.3342
23.66831785,892932.1109,1005436.001
23.09060509,829441.2804,904337.8479
17.07153227,337743.7488,148510.2257
17.94331441,391491.2627,185060.9735
25.47016662,1111704.08,1235041.65
23.31199961,853402.2791,836794.2614
22.90898563,810124.9321,861418.6797
14.39741074,204267.104,78333.51985
21.09118399,633127.2239,527957.3327
26.33235209,1228000.331,1280889.819
18.16051413,405724.7858,343888.3364
23.47540348,871381.455,906582.0997
28.90729269,1623179.093,1714708.923
26.29263566,1222472.253,1283540.287
24.81972788,1029020.009,1005179.795
19.44494756,497074.0927,497876.6645
19.97396412,538398.6577,547006.6319
20.85941266,612624.0361,555474.4253
16.1659023,287428.7926,367759.7316
16.77155289,320468.8045,397214.2192
22.83451746,802292.7289,810384.5413
21.90921093,709166.4401,627596.0143
21.23781797,646333.8038,518785.9093
22.0482562,722671.2594,606719.9209
20.09388434,548076.6041,562028.0006
24.17376927,951083.1854,1024414.472
18.4259991,423590.683,400956.3949
18.51799923,429903.2786,356149.4781
16.02109753,279885.7018,353094.5995
18.41807581,423049.9621,355407.7498
27.10591256,1339031.773,1390414.727
18.14852481,404930.1599,354797.9249
11.30123149,100915.8293,75299.85078
17.90796311,389206.9296,450293.0734
22.89349438,808491.4356,891175.5663
17.89293848,388238.7916,458427.3804
24.01247535,932259.4458,1000563.195
18.40137921,421912.0335,428042.7539
22.14579133,732246.5838,781515.6225
22.87535341,806581.343,772357.6909
23.14532365,835320.843,795237.489
26.03998737,1187695.764,1250047.673
14.9719475,229191.5351,378764.4561
17.48360515,362482.7897,316766.6262
22.17497715,735128.2915,707766.8777
22.62189602,780209.8143,733168.5476
20.58283698,588746.3484,489570.8168
15.89545842,273450.4315,340238.8206
16.79510416,321802.9681,296018.4037
26.93757791,1314321.578,1343907.983
27.64256059,1419877.932,1379911.259
21.93141778,711311.8345,629333.4661
18.05606626,398837.3812,316049.335
24.29985577,965974.0236,988694.2887
20.66899918,596116.7443,534628.9043
15.47269752,252532.5592,193741.6792
15.07883993,234045.6197,178291.3513
17.25316032,348502.6212,483110.4478
18.9074992,457330.5998,574629.143
20.86218345,612866.4785,681264.8402
21.32596987,654361.4637,677439.666
14.4626237,206998.6242,170397.5483
14.16208153,194613.9164,127841.6115
17.59310952,369256.4914,412006.9172
22.28956709,746516.0289,781575.5453
19.05900877,468309.5962,429472.6315
28.0083786,1476818.947,1413085.202
24.98058299,1049070.848,1051186.4
18.83737327,452308.1399,450310.3031
20.92359416,618256.4163,748150.1754
24.75378437,1020874.752,950155.3809
25.58209976,1126366.842,1089479.767
22.0626072,724074.8428,707666.1225
23.92279896,921902.5294,876594.3997
12.90039551,148105.8034,156930.7621
14.11681478,192793.3923,97693.53253
20.39612696,572985.4214,458810.0426
24.69701222,1013896.995,1011660.885
22.53051112,770845.0986,745644.7196
21.50330922,670713.1735,573771.1632
17.57423147,368082.7019,332230.2047
22.18260748,735882.9356,910824.069
15.19297192,239304.9221,81042.2084
28.26487336,1517640.767,1587244.053
16.74746412,319108.0607,278626.9285
15.49168775,253448.1089,76111.29744
21.66145008,685523.895,653441.3222
18.54367679,431676.3786,433959.5991
21.24533238,647015.5226,631317.5679
21.53885221,674023.0724,634779.9316
14.08614107,191566.3779,52940.33175
18.71970566,443964.3078,457187.9712
19.04369251,467191.7504,500775.6847
25.53384691,1120030.158,1123285.245
20.72603275,601029.3604,517280.5703
15.14494154,237081.9799,413768.1294
19.20913549,479361.845,385021.2104
15.57847225,257660.7537,334900.6832
18.42697285,423657.1682,460649.273
13.3716092,164466.6335,187660.3629
23.38801298,861734.7288,868140.0177
22.93486281,812858.5163,813338.1139
24.40064151,977988.4753,911335.3098
22.87924406,806990.741,818405.0528
15.44576667,251238.0242,247061.5478
22.02675484,720571.7603,788207.9194
18.92110224,458309.1818,603005.5107
15.30784544,244678.7237,284857.202
14.9608853,228693.1247,148585.8141
17.98404173,394134.1601,440718.3347
19.63660392,511789.6733,445906.6407
25.99135131,1181078.009,1126171.066
25.66668858,1137533.06,1092841.096
17.44327629,360009.396,300393.6729
21.6716538,686486.9883,666875.0127
18.79815427,449515.4971,327423.7314
18.64178829,438496.5502,492876.9265
22.57625971,775523.7362,733017.6058
23.61879578,887366.2864,841274.1829
24.56559788,997867.7416,1096761.24
20.06113604,545422.2115,447717.4672
18.00003495,395175.277,626262.5577
25.96268146,1177188.573,1145946.827
17.7110005,376643.7777,388912.533
21.18047869,641147.7602,653021.6682
21.28935513,651019.0256,667461.2915
20.19369984,556220.5846,607072.6995
20.76785367,604648.8451,424380.3325
22.65517266,783638.7009,863854.791
22.13925233,731601.9865,703287.47
21.67182918,686503.5498,689348.0931
21.68666679,687905.6611,782479.5098
17.78937386,381609.5231,359272.2516
18.99905535,463944.1799,469789.0467
23.22270658,843683.2848,907521.7138
19.10891575,471964.4949,466714.3951
15.14788871,237217.9757,202283.9683
19.79844389,524441.5956,508739.8624
18.43600697,424274.3293,417713.9897
22.24375115,741948.8425,726482.5375
21.11832949,635558.294,523516.9394
22.59448598,777392.997,813440.849
16.11531242,284778.0684,252374.5834
21.05727322,630099.0527,676087.2485
17.00435384,333821.8621,394527.6468
16.63664652,312898.3492,380763.5927
23.02123802,822027.6581,882447.7232
24.65151701,1008328.363,1076632.376
14.47389728,207473.3347,134556.1186
17.11716694,340425.5641,214224.3425
20.86568402,613172.8685,678898.0468
26.30774043,1224572.7,1291020.439
16.3201301,295612.6176,188349.2726
18.8297811,451766.6205,331001.6746
13.61188378,173265.8956,283932.9541
21.84112779,702616.0071,751278.2668
19.14627631,474713.0851,515186.2619
19.79204786,523937.6375,561597.0699
13.94823298,186115.4094,390649.4137
25.33176659,1093751.568,1017672.56
16.27429308,293164.1274,406181.9231
17.90974829,389322.0683,367250.2329
20.12598139,550686.6156,473151.3954
17.57463542,368107.7916,306644.4845
23.0118266,821025.2443,854583.7432
20.52698347,584001.4167,460784.4078
21.54309368,674418.784,663303.8064
17.30588537,351668.5691,262940.9641
19.83180455,527075.4388,670545.0182
19.64834319,512700.4214,354071.6316
18.98192745,462702.0837,454132.1098
28.09420405,1490395.5,1423695.59
13.12196245,155652.7641,97151.26763
22.11572108,729285.4821,744699.8237
14.73405872,218634.8697,130979.4914
18.73612637,445122.4333,371703.8072
15.88248036,272791.4524,275284.5803
19.03158026,466309.0188,476931.0368
25.10249671,1064440.578,1072370.553
19.8750062,530499.4206,583454.3816
25.65402893,1135857.22,1153903.202
27.13832453,1343824.981,1284364.497
23.65258811,891161.7073,876694.8721
18.62942598,437633.2265,462035.6654
14.2566336,198454.2545,228680.5949
16.64778,313518.4983,327660.4942
19.47131671,499081.6466,438199.5088
20.80585339,607950.2751,656148.2263
14.36346054,202854.809,144160.3429
19.65425471,513159.4576,533755.8941
20.27935167,563273.4059,573333.5742
24.93793309,1043729.229,1084173.408
21.87334293,705710.4186,520877.6892
29.36354935,1701040.36,1685183.203
19.4956649,500940.1723,538670.3841
24.13069223,946031.2249,959276.5486
17.3967938,357172.7411,410262.7917
21.98042394,716061.6891,690650.7038
27.60692396,1414410.753,1352975.041
25.52272175,1118572.567,1004282.332
22.24712129,742284.1568,651781.3912
26.15448688,1203373.197,1249638.34
16.7680952,320273.2435,191111.6542
24.97611804,1048510.787,992231.7937
20.54675349,585677.9959,558645.0162
18.6057278,435981.4601,430500.2886
21.52218422,672469.5247,566207.5396
14.20341018,196286.2447,140466.5867
19.92846875,534757.2846,498551.5076
23.89609646,918833.5557,808924.2086
12.91977485,148755.6755,77953.07732
28.20321456,1507759.613,1476025.616
23.79994174,907838.9793,977049.2354
19.73217069,519235.5481,622616.8847
18.97245391,462016.0342,436286.5241
22.42345795,759970.9447,705150.2715
21.86732317,705131.5001,795540.946
14.88723774,225393.6493,169245.7086
19.23551469,481321.8055,501418.7951
20.88724941,615062.6598,562773.701
25.53943095,1120762.245,1190933.212
12.22476449,126645.8256,227799.8919
27.91652535,1462380.736,1376178.404
20.21090421,557632.4553,599952.1458
16.33940098,296646.1291,392624.0515
23.64222737,889996.8761,997259.5725
17.20717083,345756.8643,342584.398
11.43187137,104312.9234,193827.6478
16.61259582,311561.5227,295559.1147
18.43771836,424391.3098,386391.0622
16.64834218,313549.8342,340896.3901
19.64866736,512725.5864,541306.8043
20.60701957,590808.7382,481157.7555
23.61544337,886990.3479,743305.2755
21.57559446,677456.1478,812060.3133
23.11568001,832132.1511,839078.872
14.49820407,208499.3667,324197.6261
16.03428884,280567.2472,355343.5973
18.40304328,422025.3531,450253.286
10.52292249,82253.18682,93647.68542
18.02184672,396598.1505,440404.5901
15.9136979,274378.3856,279456.6595
18.78045477,448258.9877,407503.5094
15.78782833,268017.8278,185182.002
27.06523326,1333032.155,1325187.11
21.78614655,697355.8449,627965.0046
21.52825548,673035.1204,738638.0035
24.4657763,985806.03,1015855.621
21.6841175,687664.6246,569481.0568
18.32200715,416530.7323,295896.9124
24.87308207,1035641.997,1016739.853
21.55499763,675530.2067,721404.2823
21.76855198,695678.1334,669248.8391
24.11073116,943696.3479,1091987.714
14.19863613,196092.5694,264568.1156
23.72039177,898809.9088,845123.1635
22.27701892,745263.2896,550373.4263
21.15830417,639149.6983,601769.9739
20.91556696,617550.079,694188.5207
22.61274533,779268.6768,810194.3329
18.92873937,458859.2014,543741.8106
17.20648359,345715.9442,401960.4662
23.91743102,921285.0308,928421.7987
18.7734441,447761.9454,517140.5001
15.96671208,277087.6325,292077.0888
19.36577663,491079.2237,583882.4129
19.08301387,470065.2058,515688.0716
22.58366187,776282.5276,843221.1973
18.22954244,410320.2661,483603.7796
16.41263348,300595.9141,366038.1088
22.97520293,817132.2368,846754.9338
12.34370053,130257.3744,205837.1771
16.43034838,301556.6733,251933.2837
20.4904313,580910.1349,639888.1851
23.19102921,840253.3007,737093.9931
18.57757085,434024.376,375763.6861
17.84369205,385076.8894,413253.7184
13.82633598,181386.1108,142961.7959
18.94079294,459728.1934,407258.9405
24.23469133,958258.7527,1003065.518
20.46790848,579010.8203,532118.0299
22.86337545,805321.8235,891593.0134
25.65913534,1136532.99,1103839.99
22.45917821,763587.7984,803771.2811
23.53366933,877853.2415,877900.4546
25.28535198,1087774.64,1030432.295
18.38065531,420502.4987,576907.5147
19.66022111,513623.0345,437713.888
12.69837096,141446.4781,119292.5862
21.55104727,675161.2416,556133.2801
22.15392684,733049.0931,734635.9215
11.40291749,103553.2882,102233.2353
24.18150319,951992.1071,891901.5108
23.85947998,914636.2824,952775.6189
23.9957426,930321.0633,745062.6691
20.83825886,610775.2148,488741.9619
14.35585734,202539.4361,203962.8692
19.43321639,496182.7144,536764.0237
20.99486839,624551.8384,667516.3862
13.376697,164649.722,123583.3531
17.32514831,352830.059,449114.7473
15.96503606,277001.7047,262893.8035
16.90298264,327962.1509,278148.1148
18.59655338,435343.1296,374503.397
15.94535596,275994.0787,291290.4673
18.04975988,398424.071,458388.0742
20.55680811,586531.9065,445536.9783
18.42299435,423385.5707,450522.6117
21.20720055,643561.1277,664458.1268
18.03395038,397389.2093,337398.9339
20.2774799,563118.6406,532407.6034
27.62553356,1417263.979,1473757.872
23.03415659,823404.9559,866614.475
16.1351258,285814.2386,335984.1352
17.3671718,355372.9049,298566.537
13.55817744,171271.8639,247630.4699
20.81150233,608442.0878,690396.0061
18.02940112,397091.759,460626.946
17.62506626,371249.2269,423679.3033
15.12441829,236136.4078,135352.727
23.91142358,920594.2962,873651.2129
16.09654947,283799.1761,179625.1029
21.68651802,687891.594,623979.5078
21.80477357,699134.9597,699601.4368
34.51032572,2758606.615,2844567.906
19.93032939,534905.8817,645810.1933
15.60869025,259138.6355,303485.8987
14.70348259,217302.4313,283378.7856
21.28822522,650916.0627,603105.9737
10.26579515,76660.02645,37480.99795
15.86300592,271804.6278,259694.9511
21.84127832,702630.4444,763087.1395
22.54287207,772107.3636,846412.5481
27.54317366,1404665.67,1403639.146
11.98667668,119624.3449,170365.4391
20.58012319,588515.2072,635113.6318
21.22465073,645140.415,645071.5147
13.1589028,156936.0835,20102.05821
19.63143103,511388.6984,551736.4489
27.42069149,1386068.823,1447869.962
21.32548641,654317.2549,679889.1411
21.35926251,657410.6132,791465.8747
18.57816126,434065.3521,429893.2485
19.93063736,534930.48,461988.0445
13.38364314,164899.909,235615.1816
17.49312294,363068.1878,344718.1994
20.52409488,583756.7231,549802.8486
20.88230291,614628.8497,564923.6867
26.12507164,1199332.488,1256201.587
21.30637959,652571.7037,677652.6782
23.58564545,883653.5072,914321.4691
17.58301329,368628.42,284824.2448
22.31691873,749251.5547,806289.5056
14.33139718,201527.1154,254078.0641
18.19839703,408242.4815,520659.6044
25.60605037,1129520.984,979177.0561
19.74332092,520109.0067,428011.6771
13.9221434,185096.2166,170038.2207
19.07604092,469554.785,537771.6765
21.25015439,647453.2361,517940.9817
26.72585365,1283677.568,1200536.404
27.27116738,1363590.196,1421070.465
26.85487081,1302293.366,1241884.962
22.89555607,808708.706,709424.1859
22.16836079,734474.3498,674333.7556
16.4280906,301434.1084,264087.8122
11.83604113,115323.3385,65054.03936
17.15690486,342772.5153,287878.4284
20.58253946,588721.0052,566951.6744
22.34565873,752133.1651,734837.3443
18.23044469,410380.5634,303070.3702
16.96886808,331762.6565,465035.8601
14.64683974,214848.6547,226184.2631
14.79310121,221223.4874,250425.3246
21.8102909,699662.518,643151.2832
22.38056225,755642.7383,754385.9586
18.10172217,401838.2131,499927.9547
19.38099002,492227.3971,508397.4281
20.90733683,616826.4486,737054.8762
21.69976589,689145.0836,756688.9569
19.33184752,488525.039,377517.7266
19.49751237,501081.3811,577494.2018
15.96245461,276869.3926,324549.3938
13.23812475,159712.6433,339190.1451
27.17961095,1349947.179,1436543.385
24.09185223,941491.6052,905232.2379
15.79282167,268268.2357,306795.9917
21.05758053,630126.4512,544379.8683
18.78517901,448594.1356,354177.9941
21.83350284,701884.9295,509521.4486
26.71548135,1282188.734,1294042.232
13.84755465,182203.3851,18224.05314
17.59503204,369376.1704,439232.7072
23.05497773,825628.0272,734198.7647
20.01903788,542022.6738,590747.4666
13.67200816,175516.9451,162900.6314
27.48387883,1395642.058,1432011.321
20.88994448,615299.1056,676390.0613
22.53811108,771621.0209,659059.8502
19.35139122,489995.1963,518998.2479
13.00654397,151689.3733,268712.6355
21.09998129,633914.4001,735195.2824
22.54069601,771885.0501,894102.0991
23.37319219,860105.8423,813940.1128
23.15363464,836216.3022,974325.1318
20.13540104,551454.1681,499531.4344
21.39125957,660350.0742,706370.0625
22.21961624,739550.492,758035.4884
19.80435765,524907.8435,563200.3532
15.92102034,274751.5214,286321.5677
19.11175389,472172.9182,508918.1966
17.45049759,360451.4434,279684.4249
18.95208135,460543.0248,534031.0665
16.29782181,294419.2495,280905.7343
21.49390509,669839.2529,775955.8328
14.24956243,198165.2828,132485.9154
21.42846857,663779.4107,569519.3277
21.79932998,698614.7144,822331.724
18.94962727,460365.799,437455.8012
16.60435454,311104.3308,372177.9743
19.55804456,505722.8962,500007.9867
12.62669545,139134.0797,159479.0179
25.52700624,1119133.76,1134413.733
22.8005382,798735.8762,886529.1072
15.60385318,258901.6821,339711.1139
30.52574089,1910561.05,1854492.587
24.10762006,943332.786,810317.0209
22.81234059,799970.116,729636.1129
19.88050711,530936.4685,538547.409
20.76566494,604459.055,648672.2465
15.64158616,260754.0003,241647.9265
19.93286008,535108.0364,556055.4822
17.95627735,392331.1613,473169.4093
18.06635558,399512.3465,347212.7242
21.99108217,717097.5311,664254.8895
24.89156791,1037942.979,1049456.478
10.09147556,73023.72881,200836.1264
24.30367249,966427.1974,1015032.598
21.6935516,688556.908,562242.4467
15.29695624,244165.8514,288695.7737
17.00988333,334143.5078,381064.8221
21.02344874,627088.283,644044.5502
26.27360321,1219829.063,1313221.806
21.14066862,637563.6124,653457.1717
18.6786114,441074.8866,431766.2653
22.18340004,735961.3491,714358.6291
20.10167259,548709.1501,576817.3887
20.32722891,567241.799,581695.8674
23.3940112,862394.552,979196.5516
13.67172566,175506.3219,157744.717
15.68862302,263075.5845,106132.8746
23.11590738,832156.5777,701976.6438
23.11076209,831603.9333,826617.5886
21.8010695,698780.9319,656579.0017
19.25269144,482600.92,592430.3665
17.58282837,368616.923,302424.7277
17.5721242,367951.8333,523605.6638
25.77625359,1152106.055,1268008.333
17.66641501,373838.3622,281091.5602
18.43342145,424097.6391,526289.0394
20.79956159,607402.8071,499703.8449
19.08097101,469915.6293,511710.0987
23.37559559,860369.8494,749252.3405
26.26751227,1218983.971,1430368.634
18.62343081,437214.9654,292280.2343
29.99988531,1813744.249,1620089.62
21.14163445,637650.407,774560.2085
20.19031845,555943.3747,470098.0885
17.31788926,352392.0601,254450.6569
21.90386672,708650.787,678524.2201
27.90187324,1460086.368,1597191.487
17.63191587,371677.2917,317002.9031
24.89018748,1037771.036,1023495.979
18.95805367,460974.517,353737.4819
15.76102712,266676.495,301802.7997
22.4154304,759159.6989,838371.3305
24.3097913,967154.0025,935656.622
21.79561381,698259.7078,661961.6518
12.26748103,127934.8987,305708.3011
26.71721971,1282438.177,1321758.234
29.06288406,1649457.404,1653092.535
27.03240381,1328203.407,1284777.768
15.24024113,241506.3906,211520.5125
20.84818192,611642.0136,715466.4788
25.03401745,1055788.945,1172231.9
17.46669773,361444.4575,415122.6797
20.9273669,618588.5776,681903.6816
15.90143332,273754.1769,385097.7461
23.653035,891211.9724,864619.675
21.27679274,649874.8913,721039.2037
18.34197746,417880.312,359660.1447
12.15345832,124513.9528,133447.9196
16.91431781,328613.8999,306271.3562
12.34462657,130285.7685,46813.79535
27.07236843,1334083.188,1232239.812
20.16753419,554077.9153,524903.2128
18.74074926,445448.8446,473502.2237
20.20144674,556856.0336,646528.0241
25.17074554,1073110.179,1078465.581
15.11217268,235573.4333,246537.0473
18.52881713,430649.6832,312038.7029
23.94985268,925018.8614,1001974.034
16.84058227,324389.8738,256804.5122
18.00729092,395648.2324,312299.317
20.97640398,622916.8281,595668.2282
19.77233857,522386.7428,423616.8256
20.88040804,614462.723,618392.7719
25.27484337,1086424.462,970442.1819
19.45517459,497852.058,558909.2402
23.71891541,898642.9094,920807.6825
23.54798469,879448.2091,932924.5203
24.31529556,967808.1219,962650.0757
24.01841188,932947.805,904944.0901
24.94268752,1044323.786,910267.8569
19.63347467,511547.0849,651141.0849
19.85242882,528708.1741,517539.0126
16.6846339,315577.2288,291992.4648
19.25286979,482614.2133,384855.5464
24.02532051,933749.3104,968038.9189
21.90722092,708974.3978,678395.9024
8.307494498,42518.64439,37947.62001
19.5533171,505359.3661,553507.2697
23.24064363,845629.6393,859335.4017
22.17676074,735304.6425,769949.1926
17.24616743,348084.1733,314772.188
23.75024805,902191.5673,808936.0872
20.41579252,574631.9568,576206.5656
16.06240165,282023.4742,302234.1108
18.33353019,417309.0925,404252.3226
19.72956535,519031.6001,619194.584
24.44617235,983448.7571,1092115.762
15.45863968,251856.2528,353289.859
24.52094822,992460.4628,988152.3951
17.84940941,385443.0828,412125.691
17.53925792,365914.7842,446271.3911
13.28242952,161279.9789,207396.3683
21.17020554,640221.5657,510869.8982
27.19379023,1352054.061,1260671.639
18.87422509,454942.837,413038.0687
18.40132925,421908.6315,427159.1024
19.57935639,507363.9067,475255.7715
18.98192368,462701.81,395085.2816
20.7320913,601552.8079,565968.2858
23.16572166,837519.7545,791837.2367
23.03768647,823781.5575,666477.2511
26.47089455,1247414.745,1334543.707
20.54052913,585149.7964,645186.9582
13.95524749,186390.0827,233008.4434
21.63413794,682950.458,666671.8775
19.76447109,521768.5253,537828.7543
16.39317424,299542.9375,182139.7877
21.12830924,636453.6233,553871.4715
25.92096715,1171544.807,1127553.414
18.18056046,407055.7575,390938.7442
25.82071866,1158055.707,1048710.183
16.4376636,301954.0155,130347.7141
28.33588883,1529074.907,1421018.428
19.36592889,491090.7059,566062.9694
21.1100117,634812.7137,661654.7288
17.95772895,392425.2887,392138.0202
20.8566554,612382.8419,633015.1087
17.91906575,389923.3913,483347.1697
21.8392584,702436.7231,650964.6832
18.95580343,460811.9079,496243.6708
23.69782631,896259.6811,866099.8171
20.06823137,545996.5841,504019.5865
27.31992495,1370893.143,1315671.93
20.20133649,556846.987,628039.4649
17.83028794,384219.2824,440570.7488
18.36636224,419532.2053,383384.7225
18.97584657,462261.6429,567834.7616
21.52029145,672293.2598,612299.4444
20.09502951,548169.5816,587890.6329
20.7769113,605434.6806,613038.4837
18.74490129,445742.1466,362625.6262
17.37756032,356003.4148,437679.1996
24.5580256,996949.3189,1177564.604
19.46472771,498579.4987,666986.7325
23.74008407,901039.3939,831883.6545
21.82317735,700895.7388,644803.0122
21.63876884,683386.3393,525799.4569
16.29791637,294424.3011,153807.3513
16.53878547,307482.9645,266317.1745
16.74469726,318952.014,409556.2003
14.62603468,213952.1233,207282.5538
15.01970955,231351.9267,213624.8062
16.17388233,287848.4341,259406.8796
21.56477099,676443.6228,604801.2765
16.66578748,314523.2945,427578.7829
21.25377677,647782.186,617589.9393
24.18192303,952041.4652,1005185.895
22.04123203,721984.9348,782869.554
15.2295125,241005.5268,374568.2983
20.22347218,558665.3604,559936.4765
19.91632105,533787.8094,591781.3452
20.9365081,619393.8892,695305.4478
21.03657035,628255.1097,570342.0241
21.92997171,711171.9984,600491.5201
17.95137014,392013.0694,446815.5194
13.39316394,165243.2521,274539.3301
21.21824439,644560.3222,655285.926
21.59402481,679182.6278,553064.3133
13.97389836,187121.7543,267233.8563
20.89710106,615927.2663,771870.8864
24.13865621,946963.8612,802864.7573
20.93678405,619418.2108,708628.6939
24.69210663,1013295.561,973473.1815
20.82564027,609674.1468,648046.2226
28.72825815,1593289.379,1673623.864
26.01638481,1184481.148,1149352.869
21.02423535,627158.1902,615417.3592
20.57722498,588268.4263,752698.7414
22.57215147,775102.8169,984373.0252
19.52259826,503001.4388,467605.7964
22.72141711,790494.6862,739838.1563
25.2534703,1083681.844,1047763.774
16.18941965,288666.675,266692.0707
18.05812299,398972.2383,311167.9814
18.12294776,403238.4723,295798.3174
23.71252456,897920.2475,921006.7533
18.82219513,451225.9796,485934.771
20.70002722,598786.0035,492733.1569
17.75452803,379396.2754,291082.5116
24.08136625,940268.5083,1053504.733
22.85954243,804919.047,874404.3859
21.18010298,641113.8716,775589.8858
25.36086348,1097509.632,1199752.916
18.7121764,443433.9601,574122.8355
23.85736527,914394.2704,753882.5544
25.22582147,1080140.792,1158798.152
22.14977788,732639.7546,752490.5959
19.17249846,476648.6458,542898.8709
11.5416648,107228.5508,133182.4123
15.86166218,271736.6258,332799.5257
23.85812825,914481.5835,1048988.248
17.8255046,383913.5516,280075.4121
20.23097129,559282.2913,640759.348
21.04051358,628606.0418,607227.043
18.27342281,413259.6959,454665.1988
12.53287257,136146.5433,214798.1883
20.13350248,551299.4075,547493.7748
20.79747242,607221.0955,639866.7558
21.69288662,688493.9882,816454.4234
16.02425213,280048.5862,354427.2312
23.76543524,903915.0035,864357.0808
22.49571451,767299.1968,730806.2678
16.6509401,313694.6712,153500.737
23.96851521,927172.7151,822403.7137
19.45277381,497669.3586,614088.2155
17.18283476,344309.8239,449613.5108
24.40079354,978006.6742,981982.4093
21.99808084,717778.2573,802006.9953
23.64104885,889864.4427,818543.4145
21.85406342,703857.4372,679309.126
21.10275996,634163.169,701123.0559
26.68688292,1278089.714,1209530.162
17.69859032,375861.4821,462980.7097
24.45775435,984840.9758,1047520.233
19.40259717,493861.2147,439048.9954
27.01827165,1326128.372,1326742.783
21.64710481,684171.4286,734779.2907
17.46377566,361265.2083,183983.5288
20.3919816,572638.7481,589624.0435
23.85649906,914295.1524,1067542.648
16.51628318,306246.7612,257160.0127
23.74346197,901422.198,859437.5236
19.10928372,471991.5136,494271.7175
23.44994739,868564.0204,961268.601
23.90208906,919521.7015,988558.1363
18.6719131,440605.1179,477096.1082
16.04237571,280985.6202,385779.4712
23.47051653,870840.1018,897803.1603
20.82572098,609681.1855,506225.256
14.50403276,208745.9174,285645.1256
13.34161467,163390.0832,100156.4302
19.05849747,468272.25,431204.6562
20.8632006,612955.4951,539285.4782
18.63997808,438370.0627,490184.7064
18.23417074,410629.6376,494357.463
26.28644529,1221612.127,1151365.132
24.20942435,955278.3554,919544.1046
21.60630954,680335.0483,729118.8833
15.12037963,235950.6354,106558.1101
18.47813384,427160.1951,379993.834
19.43990108,496690.5103,555651.5415
23.36821821,859559.6368,734665.6132
19.72193674,518434.7353,528260.0496
26.73003305,1284277.804,1237135.57
17.19874168,345255.1977,418046.3294
17.5617935,367310.716,301474.2881
13.06031022,153526.9663,200175.5491
21.10439413,634309.5041,701373.2782
21.90367685,708632.4714,725125.7514
15.98455726,278003.6506,280605.0609
19.59044816,508219.3866,403756.8402
16.35307957,297381.202,230519.5719
14.9561786,228481.2864,59310.58664
17.50983987,364097.9159,359401.702
25.14983518,1070448.948,974297.3061
17.57686916,368246.5552,510083.1279
17.47013227,361655.2196,396315.7815
26.10205839,1196177.544,1324161.253
23.54935171,879600.6196,822078.1811
10.81251559,88887.74065,121567.1803
25.48792264,1114021.467,1256957.793
20.80639959,607997.8169,804442.8233
20.22700797,558956.1834,632841.7008
17.26566053,349251.4682,420740.1105
27.56323854,1407727.997,1393799.941
23.7125503,897923.157,891879.5045
17.06998026,337652.7932,422927.5523
23.46479823,870206.942,869735.6643
18.42075309,423232.6198,376973.4614
23.34484082,856995.6202,935679.5599
22.05393338,723226.2917,648424.5213
19.86086899,529377.3248,419056.8738
27.18641667,1350958.158,1425469.338
19.05188334,467789.3282,396308.8599
25.97429868,1178763.564,1190446.119
17.57790012,368310.6119,338592.643
13.7195825,177312.1972,296632.6845
20.82680407,609775.6416,497200.5761
14.11142677,192577.474,155277.3059
16.9747361,332102.5795,467373.7017
17.17432676,343804.8976,474524.6829
17.2416917,347816.5274,369597.5476
18.40163843,421929.6848,428421.5656
16.58348261,309948.4705,274344.7619
20.74231306,602436.6423,515597.8571
18.76647671,447268.339,447143.8975
25.80749856,1156284.649,1230736.57
21.680594,687331.5681,639851.1056
22.18247894,735870.2179,644866.7821
15.35992275,247141.622,223570.5087
18.18847126,407581.8014,489259.3236
18.97583787,462261.0132,380388.3038
19.20646405,479163.6585,392862.7971
14.84830432,223662.5231,234245.7528
14.3399789,201881.8901,155767.8408
27.94556341,1466934.915,1582002.746
20.34354936,568598.8271,604036.9148
17.29301639,350894.0521,360026.1069
15.26580308,242702.5871,115707.3445
17.1982646,345226.8186,313538.8227
22.85367918,804303.1953,743338.218
18.65818886,439643.6539,331880.4574
19.81052094,525394.0621,368929.4534
24.40954315,979054.4033,986181.5188
28.50326627,1556251.716,1674946.022
23.13845126,834580.8698,851114.9014
19.18957468,477911.9569,390256.607
27.36482465,1377641.346,1411080.406
28.60170449,1572384.757,1690063.017
18.39405046,421413.2064,293437.4278
20.58291253,588752.7839,561876.5824
19.88019988,530912.0527,627099.124
16.51119512,305967.7056,223164.6664
20.00637884,541003.214,715549.3649
14.08750011,191620.6297,236653.8138
29.53884531,1731606.326,1857455.466
15.48581349,253164.6617,211900.1057
13.94972857,186173.9504,150368.1598
17.24929851,348271.4924,303711.6522
27.78115275,1441274.318,1378963.263
23.42624186,865945.8281,771685.0584
20.80199309,607614.34,563367.0819
27.80213737,1444532.676,1431540.263
20.39544246,572928.1676,513507.0601
12.08822434,122585.3828,147003.8407
16.18157394,288253.3004,170351.3351
21.89892823,708174.5041,766337.412
19.85672059,529048.3611,527096.454
19.64448371,512400.8777,519143.2398
20.38327902,571911.4167,619375.1457
19.72513156,518684.6429,358389.1465
26.72698372,1283839.847,1209974.186
20.54054855,585151.4443,584654.9508
23.76089944,903400.0527,795470.3642
20.6240195,592261.4609,667224.386
25.55809078,1123210.934,1160894.151
14.58039498,211994.3279,98846.55041
17.1079584,339883.2525,534370.3428
